"CardID" "R" "F" "M"
"C0105009500" 554 3 202.98
"C0105010212" 408 10 1007.92
"C0105010697" 556 3 937
"C0105010838" 394 30 822.23
"C0105011663" 443 4 267.98
"C0105011692" 434 2 448.99
"C0105012971" 395 5 249.48
"C0105013155" 416 4 278.93
"C0105013243" 728 1 279
"C0105015571" 410 4 340.99
"C0105017107" 414 2 173.99
"C0105017143" 414 10 75.4
"C0105017230" 400 27 525.26
"C0105017625" 402 11 407.86
"C0105017657" 450 4 322.98
"C0105018263" 473 3 112.99
"C0105018601" 444 3 387
"C0105018638" 480 21 682.84
"C0105018648" 399 24 1062.22
"C0105019060" 483 6 975.98
"C0105021514" 420 4 447.99
"C0105021573" 518 3 278.94
"C0105022629" 419 3 212.95
"C0105022640" 440 2 245.99
"C0105023364" 529 4 255.96
"C0105023719" 390 9 1260.93
"C0105024645" 488 10 1205.34
"C0105024726" 445 5 1195.99
"C0105024883" 592 3 333.94
"C0105025859" 397 5 551.98
"C0105026587" 421 3 413.99
"C0105026656" 437 2 268.99
"C0105026690" 424 26 772.28
"C0105026773" 393 26 1159.79
"C0105026920" 618 3 168.94
"C0105027383" 395 3 744.98
"C0105027743" 404 3 400.99
"C0105028098" 520 3 480.99
"C0105029293" 409 2 428
"C0105030048" 399 23 580.79
"C0105031095" 491 2 158
"C0105031165" 390 5 227.92
"C0105031320" 392 2 443
"C0105031558" 422 3 388.98
"C0105031623" 432 1 14.99
"C0105031633" 491 3 252.95
"C0105031746" 654 1 239
"C0105033061" 427 3 607
"C0105033421" 455 5 845.99
"C0105033995" 463 4 202.94
"C0105034189" 399 4 300.98
"C0105036102" 483 4 546.99
"C0105036282" 389 3 268.98
"C0105036917" 441 3 377
"C0105036944" 447 4 246
"C0105037110" 422 2 208
"C0105037153" 442 3 237.99
"C0105039017" 408 5 292.97
"C0105039668" 395 20 801.85
"C0105040815" 467 1 229
"C0105040973" 434 27 734.18
"C0105042321" 491 2 158
"C0105042597" 389 3 362
"C0105043078" 448 2 304.99
"C0105043111" 401 2 1198
"C0105043409" 470 2 498
"C0105043785" 440 4 334.98
"C0105043948" 452 8 852.94
"C0105045429" 527 6 889.98
"C0105045516" 457 4 906
"C0105045785" 430 2 308
"C0105046242" 401 24 637.75
"C0105046255" 594 3 384.98
"C0105047262" 444 3 457
"C0105049224" 455 5 242.89
"C0105050677" 398 2 488.99
"C0105051913" 421 2 273.99
"C0105052829" 389 16 772.82
"C0105052974" 536 4 226
"C0105053668" 612 1 89
"C0105053950" 434 3 352.99
"C0105054034" 564 2 348
"C0105054436" 591 1 499
"C0105056252" 417 24 1040.29
"C0105056388" 646 2 268.99
"C0105059497" 429 2 89.98
"C0105060153" 719 1 149
"C0105061034" 408 4 348.93
"C0105061404" 432 3 302
"C0105061591" 413 3 217.99
"C0105061753" 397 3 182.95
"C0105063158" 397 3 677
"C0105063886" 493 2 358
"C0105065361" 424 6 935.97
"C0105066867" 465 1 24.95
"C0105067448" 446 5 1765.99
"C0105067484" 423 5 1700.46
"C0105067520" 393 2 348
"C0105067607" 398 4 248.98
"C0105067639" 614 2 163.99
"C0105067764" 397 2 388
"C0105068196" 501 5 525.99
"C0105068486" 398 4 238.97
"C0105068492" 454 5 130.47
"C0105068650" 687 2 54.99
"C0105069066" 402 1 34
"C0105069171" 394 3 277
"C0105069368" 643 1 79
"C0105070367" 402 3 327.99
"C0105070541" 539 4 601.97
"C0105071009" 454 2 1138
"C0105071804" 453 2 368
"C0105071809" 428 5 306.97
"C0105071873" 412 8 1273.98
"C0105072143" 446 4 403.98
"C0105072404" 650 1 79
"C0105072558" 474 3 617
"C0105073633" 468 4 1116.95
"C0105073715" 483 2 353
"C0105073841" 529 2 578
"C0105073872" 390 3 357
"C0105073997" 456 3 237.99
"C0105074292" 546 3 532
"C0105074414" 389 29 948.74
"C0105074436" 389 3 197.99
"C0105075736" 463 3 462.99
"C0105076783" 403 5 1151.98
"C0105076860" 585 2 558
"C0105078136" 441 5 242.91
"C0105078925" 396 3 223.98
"C0105079267" 572 3 167.99
"C0105081867" 492 5 339.97
"C0105081881" 482 4 481.99
"C0105083122" 466 3 121.48
"C0105083151" 489 1 39
"C0105083159" 505 2 378
"C0105083518" 422 4 306.99
"C0105084651" 394 4 442.97
"C0105084670" 477 4 427.98
"C0105085248" 563 2 348.99
"C0105085342" 453 1 29.99
"C0105086496" 468 2 568
"C0105087035" 576 6 539.47
"C0105087110" 392 2 1058
"C0105087139" 409 4 606.99
"C0105088016" 436 1 179
"C0105088109" 440 3 312.99
"C0105088227" 389 15 418.86
"C0105088815" 400 10 201.37
"C0105089904" 389 1 1049
"C0105089999" 394 4 294.97
"C0105090148" 419 5 471.92
"C0105090153" 392 4 586.99
"C0105090927" 417 29 960.18
"C0105091061" 393 4 366.99
"C0105091939" 442 4 436
"C0105092324" 623 2 208.99
"C0105093590" 445 2 348.99
"C0105093686" 507 4 242.94
"C0105093781" 478 4 386.99
"C0105093838" 480 2 778
"C0105094434" 629 1 349
"C0105095046" 418 26 847.78
"C0105096521" 394 23 790.76
"C0105096581" 433 19 587.34
"C0105098555" 392 4 456.99
"C0105099665" 676 1 199
"C0105099733" 515 4 444.94
"C0105101052" 506 3 352.99
"C0105101398" 439 6 1321.96
"C0105101732" 410 2 438.99
"C0105102327" 403 24 519.71
"C0105102344" 405 20 491.82
"C0105102908" 445 4 1336.99
"C0105104069" 533 1 199
"C0105104147" 460 4 316.95
"C0105104178" 434 4 389.99
"C0105105447" 391 5 370.98
"C0105105578" 390 5 327.93
"C0105105665" 610 1 149.99
"C0105106712" 472 3 238.99
"C0105106750" 511 3 447.99
"C0105107008" 534 4 240.93
"C0105107145" 527 12 901.94
"C0105107175" 472 2 108.95
"C0105107734" 466 2 378
"C0105107762" 469 4 172.93
"C0105108723" 427 2 578.99
"C0105109110" 444 5 471.93
"C0105109970" 405 18 1177.3
"C0105110514" 399 23 352.3
"C0105111062" 388 1 59
"C0105111430" 591 1 139
"C0105112547" 388 3 477.99
"C0105114219" 389 19 411.84
"C0105114727" 410 3 487.99
"C0105114957" 573 1 179
"C0105114977" 476 3 245.99
"C0105115614" 401 2 428
"C0105116234" 461 2 218
"C0105116386" 597 14 432.39
"C0105117554" 576 3 86.98
"C0105117594" 393 29 998.74
"C0105118368" 566 2 518
"C0105119047" 437 25 1248.31
"C0105119123" 392 23 1768.82
"C0105119664" 452 4 371.99
"C0105120805" 492 2 288.99
"C0105121263" 449 4 223.93
"C0105121335" 456 1 899
"C0105121537" 435 3 212
"C0105122036" 726 1 149.99
"C0105122214" 462 1 129
"C0105123491" 468 3 262.99
"C0105123854" 406 4 142.98
"C0105124229" 549 1 59
"C0105124319" 394 4 351.95
"C0105124444" 500 2 188
"C0105125536" 473 3 391.99
"C0105125672" 592 3 343.99
"C0105125902" 479 4 724.98
"C0105125908" 514 3 217.99
"C0105126141" 644 1 149
"C0105126441" 469 2 288
"C0105126590" 575 27 346.25
"C0105126611" 521 14 1235.84
"C0105127961" 535 4 332.98
"C0105128188" 612 2 118.99
"C0105128457" 389 13 628.9
"C0105128774" 492 1 199
"C0105129094" 576 1 449
"C0105130105" 481 20 1041.31
"C0105130289" 450 3 267.99
"C0105130363" 418 5 263.97
"C0105131056" 649 1 79
"C0105131232" 521 3 360.49
"C0105131320" 397 23 412.28
"C0105131957" 498 2 438
"C0105132191" 510 28 584.71
"C0105133005" 701 1 349
"C0105134049" 443 5 167.97
"C0105134220" 529 1 229
"C0105134453" 400 4 158.48
"C0105134553" 727 1 299
"C0105134588" 457 4 406.98
"C0105134680" 409 27 1949.73
"C0105134900" 596 19 406.84
"C0105135396" 490 3 189.48
"C0105135579" 447 3 272
"C0105135819" 487 4 451.97
"C0105136588" 397 5 269.48
"C0105136765" 577 1 599
"C0105136965" 508 4 888.93
"C0105137149" 474 4 446.99
"C0105137475" 395 24 2269.88
"C0105137623" 531 3 257
"C0105138141" 447 2 78.99
"C0105138276" 457 4 562.98
"C0105138336" 391 6 675.92
"C0105138875" 407 5 371.98
"C0105139716" 503 3 457.95
"C0105139719" 439 2 278
"C0105141598" 570 3 213.98
"C0105141748" 401 2 258
"C0105143228" 417 1 49.99
"C0105144415" 463 18 832.88
"C0105145147" 406 24 920.33
"C0105145239" 402 30 560.2
"C0105145459" 388 4 475.99
"C0105145762" 508 2 518
"C0105147219" 409 5 241.98
"C0105147953" 410 3 290.99
"C0105148023" 451 17 716.35
"C0105148290" 502 4 238.97
"C0105149440" 503 1 44.99
"C0105149862" 460 1 124
"C0105150904" 435 2 428
"C0105151629" 400 26 829.28
"C0105153519" 521 4 280.98
"C0105153892" 421 2 468
"C0105153931" 605 2 193
"C0105154082" 528 2 458
"C0105158812" 445 1 19.99
"C0105159211" 492 3 174.99
"C0105159426" 436 3 607.99
"C0105160524" 497 3 227.99
"C0105160596" 428 2 243
"C0105160861" 453 2 498
"C0105160920" 524 3 486.99
"C0105161116" 436 4 267.98
"C0105162562" 659 1 59.99
"C0105162628" 704 1 59
"C0105162719" 436 3 178.94
"C0105162883" 421 3 1247
"C0105163180" 439 2 808
"C0105164227" 392 2 198.99
"C0105164556" 501 1 299
"C0105165047" 638 6 164.41
"C0105165156" 604 3 528.98
"C0105165470" 421 2 348
"C0105166594" 472 2 198
"C0105166657" 528 12 358.92
"C0105167110" 559 4 377.94
"C0105167159" 656 1 99
"C0105167209" 568 3 177.99
"C0105167523" 578 1 69.99
"C0105168476" 393 2 328.99
"C0105168965" 517 4 208.47
"C0105171099" 563 2 358
"C0105172191" 401 29 630.75
"C0105172198" 399 2 578
"C0105172199" 473 5 514.49
"C0105172852" 424 2 428
"C0105172977" 431 5 302.97
"C0105173098" 418 1 94
"C0105173863" 408 6 995.94
"C0105174000" 442 4 157.47
"C0105174314" 415 4 396.99
"C0105175248" 485 3 294.98
"C0105175534" 405 13 102.87
"C0105177348" 431 2 228.95
"C0105178949" 445 3 302
"C0105179190" 491 1 79
"C0105179254" 467 4 693.99
"C0105179687" 564 2 638
"C0105180138" 400 2 328
"C0105181230" 453 5 739.49
"C0105181389" 499 2 283
"C0105182019" 453 3 798
"C0105182208" 409 29 646.16
"C0105182769" 511 2 163.99
"C0105183530" 499 3 223.99
"C0105184401" 390 5 225.97
"C0105184640" 389 3 307
"C0105184942" 435 2 213
"C0105185017" 489 3 487.99
"C0105186913" 618 2 118.99
"C0105187064" 596 9 292.43
"C0105187101" 444 4 547.89
"C0105188137" 435 4 656.48
"C0105188203" 519 4 402.94
"C0105188242" 487 4 1081.47
"C0105188354" 435 4 506
"C0105189494" 388 3 337.95
"C0105190720" 577 22 432.72
"C0105190794" 415 3 208.98
"C0105191380" 617 1 439
"C0105191858" 388 2 2198
"C0105192705" 404 1 149
"C0105193054" 479 4 1871.99
"C0105193666" 700 1 299
"C0105194083" 435 4 292.98
"C0105194206" 425 4 556.99
"C0105196050" 522 5 396.98
"C0105196259" 394 14 667.86
"C0105196338" 578 28 527.25
"C0105196410" 577 20 255.82
"C0105196521" 422 5 211.97
"C0105196662" 391 4 706.99
"C0105196692" 419 1 449
"C0105196708" 525 7 1409.98
"C0105197024" 410 30 756.73
"C0105197089" 392 4 671
"C0105197230" 398 27 640.16
"C0105197448" 410 3 277
"C0105198489" 480 2 278.99
"C0105198726" 421 4 116.97
"C0105199531" 590 14 479.89
"C0105199558" 591 10 489.93
"C0105200035" 428 3 312.99
"C0105200216" 466 28 959.77
"C0105200287" 391 26 546.72
"C0105200534" 397 2 298
"C0105200649" 396 4 195.98
"C0105201483" 504 3 167.95
"C0105202928" 528 3 652
"C0105203064" 552 2 163.95
"C0105203519" 655 3 153.94
"C0105203818" 423 2 498
"C0105205455" 459 3 387.99
"C0105205637" 403 16 907.33
"C0105206569" 645 2 238
"C0105206808" 391 2 328.99
"C0105207054" 592 1 124
"C0105207747" 476 3 417.99
"C0105207901" 482 3 547.99
"C0105207926" 388 5 1115
"C0105208052" 438 2 418
"C0105208422" 472 1 24.99
"C0105208889" 465 5 377.98
"C0105209774" 645 1 59
"C0105210913" 532 3 340.94
"C0105210956" 608 1 59
"C0105211091" 550 3 857
"C0105211378" 462 2 478
"C0105212248" 691 3 131.44
"C0105212467" 698 1 179
"C0105213762" 507 2 348
"C0105214117" 401 12 2924.35
"C0105214301" 398 4 599.98
"C0105214786" 526 2 203
"C0105215617" 503 3 617
"C0105217757" 434 5 196.92
"C0105217898" 470 2 238
"C0105218926" 569 2 448
"C0105219197" 388 6 119.91
"C0105219324" 454 6 263.91
"C0105221257" 466 19 978.81
"C0105221350" 572 11 345.92
"C0105221894" 395 3 387
"C0105222090" 410 4 356.94
"C0105222358" 397 5 449.98
"C0105222595" 621 1 19.99
"C0105223214" 414 6 845.47
"C0105223391" 412 3 402
"C0105223717" 393 4 310.98
"C0105223803" 561 2 1148
"C0105223935" 530 4 269.47
"C0105223941" 406 2 178
"C0105223971" 563 3 216.48
"C0105224190" 639 3 117.94
"C0105224512" 596 16 447.81
"C0105224996" 536 3 322.99
"C0105226185" 398 23 583.29
"C0105227117" 402 3 333.98
"C0105227480" 474 4 1196
"C0105227710" 504 4 396.99
"C0105227904" 447 2 278.99
"C0105228860" 394 5 1160
"C0105230305" 449 2 111.49
"C0105231093" 420 5 364.97
"C0105231147" 510 4 561
"C0105231416" 510 2 178
"C0105231592" 425 6 466.96
"C0105231812" 563 3 648.98
"C0105231950" 401 30 1466.71
"C0105232167" 450 3 207.99
"C0105232455" 450 4 128.97
"C0105233025" 415 1 159
"C0105234053" 426 4 246.98
"C0105234611" 407 3 627
"C0105234668" 408 2 248
"C0105235261" 389 4 164.99
"C0105235499" 464 2 678
"C0105236177" 517 3 308.94
"C0105236458" 428 19 647.85
"C0105237086" 582 19 428.79
"C0105237330" 393 21 837.3
"C0105237574" 564 4 178.96
"C0105237645" 393 4 332.94
"C0105238149" 457 3 388.98
"C0105239006" 740 1 299
"C0105239683" 479 2 288
"C0105239979" 436 5 363.97
"C0105241400" 448 5 317.97
"C0105241766" 459 4 163.89
"C0105241944" 398 3 128.94
"C0105241969" 404 1 29.99
"C0105242662" 388 30 1045.74
"C0105243141" 414 4 632.98
"C0105243291" 442 3 288.98
"C0105243338" 472 2 518
"C0105243556" 577 26 249.25
"C0105244271" 524 3 150.99
"C0105245177" 436 4 1111
"C0105246079" 499 2 40.98
"C0105248462" 414 6 236.96
"C0105248883" 481 4 505.48
"C0105249405" 445 5 331.98
"C0105250109" 697 2 238.95
"C0105251112" 394 5 223.98
"C0105251165" 521 5 298.98
"C0105251314" 398 4 237.98
"C0105251880" 396 3 478.98
"C0105252513" 457 2 228
"C0105253165" 388 26 1027.28
"C0105253675" 389 25 736.27
"C0105254242" 432 2 518
"C0105255114" 422 4 608.99
"C0105255501" 444 2 298
"C0105255728" 443 4 255.47
"C0105255843" 521 3 337
"C0105256044" 661 1 99
"C0105257640" 424 3 229.97
"C0105258364" 498 2 11.98
"C0105258758" 403 4 154.98
"C0105258945" 430 4 457.98
"C0105259183" 472 2 258
"C0105259419" 396 6 44.94
"C0105260682" 406 4 452.98
"C0105262832" 397 3 462.95
"C0105263145" 410 4 221
"C0105263326" 420 5 1285
"C0105265156" 576 16 451.82
"C0105265306" 419 3 292.95
"C0105265491" 398 3 277.95
"C0105265540" 589 2 248
"C0105265911" 425 2 399
"C0105267780" 465 4 148.97
"C0105267811" 506 3 229.99
"C0105268416" 416 4 217.97
"C0105268594" 389 4 327.98
"C0105268741" 415 4 445.99
"C0105268808" 449 3 205.98
"C0105269078" 399 2 398
"C0105269914" 550 5 345.92
"C0105270738" 522 1 269
"C0105270891" 395 3 233.94
"C0105271064" 651 2 298.99
"C0105271100" 512 2 599
"C0105271167" 425 3 557
"C0105271235" 399 1 189
"C0105272154" 463 3 332.99
"C0105272906" 517 3 752
"C0105273129" 419 1 349
"C0105273325" 395 30 702.73
"C0105273525" 521 3 477
"C0105275369" 402 25 1206.29
"C0105275476" 390 16 115.34
"C0105275803" 416 15 341.36
"C0105276530" 398 2 248.99
"C0105276892" 638 3 83.98
"C0105278310" 575 6 396.46
"C0105278567" 514 3 348.98
"C0105278915" 463 3 570.49
"C0105279566" 486 4 485.48
"C0105279710" 465 3 437
"C0105279842" 546 5 274.42
"C0105280442" 397 4 276.97
"C0105280493" 467 4 446.99
"C0105280555" 401 5 512.99
"C0105282384" 468 4 401.99
"C0105282835" 444 3 427
"C0105283704" 566 3 347.95
"C0105283974" 390 3 717
"C0105284094" 674 3 164.98
"C0105284120" 435 2 408.99
"C0105285291" 517 3 292
"C0105285300" 471 2 408
"C0105285904" 465 4 263.97
"C0105286668" 408 8 98.92
"C0105287300" 584 22 576.75
"C0105288500" 575 3 158.9
"C0105289311" 513 6 211.95
"C0105289443" 417 4 337.98
"C0105289593" 704 1 99
"C0105290849" 604 1 139.99
"C0105291093" 399 2 223
"C0105291148" 419 3 218.98
"C0105291335" 403 22 1180.29
"C0105291810" 442 5 301.94
"C0105294995" 472 2 238.99
"C0105295021" 665 1 39.99
"C0105295282" 573 2 64.98
"C0105295811" 450 4 766.99
"C0105295981" 391 10 304.92
"C0105296485" 478 3 318.98
"C0105296496" 406 23 421.62
"C0105298198" 484 2 519
"C0105298322" 529 3 207.99
"C0105299633" 389 1 59
"C0105299722" 414 2 223.99
"C0105301898" 404 5 79.91
"C0105302016" 435 1 749
"C0105302193" 416 4 586.99
"C0105302373" 482 3 167.95
"C0105303427" 525 3 292.99
"C0105303486" 511 4 347.94
"C0105304636" 598 1 129
"C0105304924" 405 28 1097.71
"C0105305074" 397 3 417.95
"C0105305909" 421 2 328
"C0105307605" 405 2 263
"C0105307687" 402 5 376.98
"C0105307922" 453 1 299
"C0105308694" 419 1 5.99
"C0105308904" 513 4 406.95
"C0105309053" 432 6 609.99
"C0105309086" 403 3 392
"C0105310135" 479 3 377.99
"C0105310408" 390 21 206.8
"C0105311296" 441 4 296.98
"C0105311392" 466 2 578
"C0105312010" 481 4 332.98
"C0105313374" 389 16 1091.4
"C0105313745" 410 29 366.73
"C0105314379" 460 4 536.99
"C0105315373" 392 5 516.98
"C0105316370" 390 2 64.99
"C0105316458" 400 27 969.28
"C0105317857" 464 26 394.26
"C0105318814" 528 4 216.48
"C0105319206" 420 1 59.99
"C0105319512" 395 4 115.97
"C0105319742" 392 1 124
"C0105320525" 438 4 269.98
"C0105320572" 447 3 327
"C0105323457" 646 2 156.99
"C0105323523" 392 22 736.81
"C0105323705" 388 5 1183.97
"C0105324764" 395 6 280.46
"C0105324834" 543 2 468.99
"C0105325253" 396 26 930.28
"C0105325492" 448 1 149
"C0105325577" 394 2 418
"C0105327412" 472 2 448
"C0105327684" 585 2 138.99
"C0105327707" 726 1 139
"C0105329010" 459 1 799
"C0105329894" 393 1 8.99
"C0105330492" 521 2 468.99
"C0105330553" 521 3 238.98
"C0105330622" 587 1 349
"C0105330805" 497 1 29
"C0105331662" 393 30 563.19
"C0105331754" 397 10 457.92
"C0105335564" 419 2 308.99
"C0105335941" 646 1 299
"C0105336896" 647 3 223.99
"C0105337281" 409 4 476.99
"C0105338128" 500 3 297
"C0105338316" 420 6 235.97
"C0105338881" 441 2 118
"C0105339026" 406 3 647.99
"C0105339215" 521 4 237.42
"C0105339249" 415 3 417
"C0105340458" 445 4 246.99
"C0105340558" 389 5 516.47
"C0105340703" 462 4 259.97
"C0105341901" 580 1 19.99
"C0105343601" 397 2 46.98
"C0105344183" 411 1 299
"C0105344710" 406 1 199
"C0105344895" 404 4 798.99
"C0105345516" 398 5 1260
"C0105346224" 433 2 458
"C0105346300" 524 1 299
"C0105346550" 503 4 323.97
"C0105346980" 406 4 144.97
"C0105347412" 643 2 88.99
"C0105347424" 446 2 56.98
"C0105348422" 439 18 1223.3
"C0105348663" 390 29 374.22
"C0105349389" 389 2 378
"C0105349739" 519 5 328.93
"C0105352373" 403 10 1243.89
"C0105353082" 436 1 349
"C0105353147" 572 4 427.98
"C0105353740" 578 1 159
"C0105353825" 390 4 308.97
"C0105353973" 436 3 248.98
"C0105356683" 480 5 196.97
"C0105356792" 451 5 341.94
"C0105357069" 390 3 587
"C0105357258" 626 1 169.99
"C0105357889" 394 3 817
"C0105358817" 407 2 87.99
"C0105360062" 412 1 89
"C0105361391" 444 4 242.99
"C0105361751" 407 3 104.97
"C0105361975" 391 1 99.99
"C0105362856" 565 2 468.99
"C0105362867" 515 3 617.95
"C0105363048" 450 2 243
"C0105364083" 408 3 287.95
"C0105365325" 410 25 824.73
"C0105365521" 397 26 629.77
"C0105365791" 466 4 1063.44
"C0105366134" 472 6 959.95
"C0105366206" 393 21 1116.31
"C0105366278" 674 2 34.94
"C0105366378" 390 2 498
"C0105366760" 561 3 230.49
"C0105367133" 425 6 398.97
"C0105367602" 432 4 204.98
"C0105367636" 417 2 433
"C0105368006" 484 29 666.68
"C0105368098" 498 4 283.97
"C0105368309" 661 1 189
"C0105369186" 393 2 268
"C0105369205" 588 2 303.95
"C0105369736" 470 2 412.99
"C0105370298" 611 1 219
"C0105371388" 419 20 845.34
"C0105371516" 407 1 59.99
"C0105371781" 402 2 448
"C0105373565" 473 4 145.97
"C0105373931" 415 1 499
"C0105374266" 390 8 1308.92
"C0105374542" 609 7 433.94
"C0105374693" 391 4 417.98
"C0105375876" 644 4 476.99
"C0105375953" 396 28 711.26
"C0105376216" 535 4 373.99
"C0105376464" 409 5 585.99
"C0105377760" 404 8 357.98
"C0105378476" 667 1 219
"C0105379836" 409 3 167.99
"C0105380905" 394 5 920.95
"C0105381223" 556 3 208.94
"C0105382160" 393 27 814.19
"C0105382176" 404 24 715.24
"C0105382381" 692 1 199
"C0105382419" 403 4 460.98
"C0105382719" 457 1 119
"C0105383442" 391 2 223
"C0105383785" 522 3 270.99
"C0105384684" 430 4 492.98
"C0105384976" 425 1 99
"C0105386181" 423 22 502.8
"C0105388448" 420 5 415.99
"C0105388885" 507 5 383.99
"C0105391483" 592 26 300.74
"C0105392136" 574 1 39.95
"C0105392526" 406 14 1132.98
"C0105392608" 465 2 498
"C0105394200" 602 1 69
"C0105395385" 409 3 348.98
"C0105398565" 396 17 861.32
"C0105398794" 590 1 559
"C0105399171" 455 6 2215.97
"C0105400187" 439 1 9.99
"C0105400205" 505 11 669.33
"C0105400285" 572 14 407.87
"C0105401245" 507 2 92.99
"C0105402456" 502 3 387.99
"C0105402887" 398 1 94
"C0105403252" 402 9 1127.92
"C0105404078" 433 6 432.96
"C0105404355" 528 3 147.99
"C0105404380" 496 3 247
"C0105405210" 395 4 302.98
"C0105405435" 408 1 149
"C0105405776" 416 4 284.47
"C0105405807" 490 2 268
"C0105406029" 400 5 301.96
"C0105406561" 496 4 201.99
"C0105406758" 431 4 333.98
"C0105407191" 609 1 84.99
"C0105407461" 684 1 69
"C0105408656" 402 1 139
"C0105409418" 574 18 313.83
"C0105409501" 406 2 598.99
"C0105410611" 487 3 807
"C0105410878" 419 4 416.99
"C0105410946" 458 2 798
"C0105411360" 474 2 208.99
"C0105411504" 406 2 188.99
"C0105412719" 498 1 179
"C0105413190" 507 3 207.99
"C0105413887" 578 1 34.95
"C0105413900" 414 3 177
"C0105414000" 393 17 530.31
"C0105414582" 535 8 374.94
"C0105416135" 410 9 438.92
"C0105416187" 396 3 527
"C0105416319" 395 12 1051.38
"C0105416361" 418 2 54.94
"C0105416922" 478 2 658.99
"C0105418100" 476 4 232.94
"C0105418415" 390 22 1050.33
"C0105419614" 578 1 449
"C0105420249" 424 23 770.81
"C0105421282" 440 2 788
"C0105421830" 480 2 338
"C0105422466" 403 14 2461.94
"C0105422535" 405 5 1252.98
"C0105422951" 424 1 179
"C0105422969" 489 4 570.48
"C0105424308" 535 2 268.99
"C0105424807" 469 3 312.99
"C0105424876" 389 2 358
"C0105424910" 552 2 328.99
"C0105424987" 472 4 462.94
"C0105425039" 408 4 267.94
"C0105425182" 421 2 77.99
"C0105426705" 578 2 73.99
"C0105426841" 473 27 1148.26
"C0105426972" 407 1 129
"C0105427062" 442 3 139.98
"C0105427228" 490 3 134.89
"C0105427260" 649 1 94
"C0105427271" 415 1 39.95
"C0105427579" 396 5 239.96
"C0105427689" 515 2 738
"C0105427741" 474 5 315
"C0105428673" 412 23 871.76
"C0105429018" 456 12 1034.39
"C0105429999" 728 1 129
"C0105430148" 392 4 200.97
"C0105430329" 398 2 353
"C0105430417" 491 4 302.9
"C0105430476" 479 5 268.98
"C0105430938" 404 7 1052.97
"C0105434112" 486 3 817.99
"C0105434526" 397 1 599
"C0105434543" 424 4 405.93
"C0105434595" 572 3 297
"C0105434685" 493 3 597
"C0105436617" 396 3 487.99
"C0105436653" 525 4 546.99
"C0105437498" 464 4 551.95
"C0105438887" 401 4 150.97
"C0105439328" 388 4 188.97
"C0105440503" 445 3 958.98
"C0105441062" 389 25 845.28
"C0105441082" 400 4 81.96
"C0105442464" 443 5 158.96
"C0105444067" 726 1 89
"C0105444153" 475 4 190.98
"C0105444526" 407 18 1416.39
"C0105444755" 394 3 148.94
"C0105445119" 396 28 668.74
"C0105446663" 408 1 119.99
"C0105446980" 501 2 398
"C0105447258" 390 29 866.73
"C0105447450" 388 28 951.75
"C0105449256" 456 3 133.9
"C0105449605" 490 4 345.93
"C0105449786" 425 1 249
"C0105449879" 402 1 349
"C0105450250" 665 2 218.99
"C0105451413" 576 2 27.98
"C0105452413" 456 2 438
"C0105452750" 515 4 227.98
"C0105453724" 388 2 378.99
"C0105455809" 409 2 74.98
"C0105455928" 445 5 396.98
"C0105456882" 436 4 436.95
"C0105456941" 409 2 198
"C0105457045" 582 2 94.9
"C0105457886" 510 3 154.97
"C0105457968" 417 3 317.99
"C0105458106" 465 4 405.98
"C0105458529" 445 1 49
"C0105458757" 465 6 2793.48
"C0105458812" 388 7 2172.98
"C0105460453" 577 29 533.22
"C0105461433" 428 4 252.98
"C0105462368" 672 2 368
"C0105462686" 399 23 984.8
"C0105462845" 515 3 178.94
"C0105462916" 403 5 579.99
"C0105462979" 437 4 312.98
"C0105463055" 437 3 324.99
"C0105463171" 586 1 349
"C0105463312" 426 22 840.3
"C0105463763" 411 1 99
"C0105464615" 567 3 1047.99
"C0105464781" 482 2 678
"C0105465111" 393 3 162.99
"C0105465440" 601 1 299
"C0105465758" 488 1 69
"C0105466320" 577 2 98.99
"C0105468483" 416 28 1428.28
"C0105468743" 574 24 552.24
"C0105468958" 402 5 611.94
"C0105469025" 391 5 301.97
"C0105469167" 413 1 99.99
"C0105469259" 681 1 49
"C0105469413" 393 18 1199.39
"C0105470213" 430 6 381.93
"C0105470531" 392 3 182
"C0105470668" 424 2 468
"C0105472101" 419 16 1507.28
"C0105472806" 462 4 1181.99
"C0105472856" 492 27 579.23
"C0105472866" 435 4 166.98
"C0105473018" 424 4 179.43
"C0105473062" 390 16 574.36
"C0105473695" 393 2 278
"C0105473699" 392 21 619.81
"C0105473842" 394 10 866.43
"C0105474762" 412 4 356.98
"C0105474921" 409 3 182.99
"C0105476066" 388 24 817.79
"C0105476167" 420 4 346.99
"C0105480883" 493 3 262.95
"C0105481017" 521 2 108.99
"C0105482013" 576 1 349
"C0105482157" 468 2 278.99
"C0105482209" 518 5 233.96
"C0105482422" 398 4 486.99
"C0105482717" 403 5 512.89
"C0105482901" 458 4 154.97
"C0105483372" 526 2 418.99
"C0105483470" 440 2 1428.99
"C0105483515" 611 1 29.99
"C0105484754" 560 4 441.99
"C0105484966" 423 3 318.99
"C0105485626" 460 1 49.99
"C0105485681" 448 3 208.98
"C0105486147" 447 3 257.98
"C0105486937" 399 18 379.83
"C0105487023" 393 14 579.38
"C0105487154" 392 26 1246.25
"C0105487206" 482 4 397.98
"C0105487807" 408 28 1564.86
"C0105487863" 415 10 1186.85
"C0105487972" 425 2 358
"C0105489709" 399 3 148.98
"C0105490568" 550 3 183.98
